source,target,fsa_pa_similarity,fsa_grassmann,fsa_chordal,fsa_sa_error,fsa_sa_frob,fsa_angle_min,fsa_angle_mean,fsa_angle_max,fsa_n_aligned_dirs,fsa_rank,fsa_random_baseline,fsa_excess_over_random,gsa_ent_pa_similarity,gsa_ent_grassmann,gsa_ent_chordal,gsa_ent_sa_error,gsa_ent_sa_frob,gsa_ent_angle_min,gsa_ent_angle_mean,gsa_ent_angle_max,gsa_ent_n_aligned_dirs,gsa_ent_random_baseline,gsa_ent_excess_over_random,gsa_pse_pa_similarity,gsa_pse_grassmann,gsa_pse_chordal,gsa_pse_sa_error,gsa_pse_sa_frob,gsa_pse_angle_min,gsa_pse_angle_mean,gsa_pse_angle_max,gsa_pse_n_aligned_dirs,gsa_pse_random_baseline,gsa_pse_excess_over_random,gsa_ora_pa_similarity,gsa_ora_grassmann,gsa_ora_chordal,gsa_ora_sa_error,gsa_ora_sa_frob,gsa_ora_angle_min,gsa_ora_angle_mean,gsa_ora_angle_max,gsa_ora_n_aligned_dirs,gsa_ora_random_baseline,gsa_ora_excess_over_random,subspace_failed
covid_viral,covid_viral,0.9999999999999996,1.1250129990683123e-07,1.1920928955078125e-07,6.991638222551007e-15,0.9999999999999998,0.0,1.4781370365550013e-08,4.2146848510894035e-08,32.0,32.0,0.0625,0.9374999999999996,0.8435550058053024,2.750591285867319,2.237462807340118,2.23746280734012,0.8435550058053028,0.01970008592060478,0.3275413129853636,1.521847004387092,28.0,0.006944444444444444,0.836610561360858,0.9999999999999997,1.0106459234841569e-07,1.0323827311807139e-07,8.452889162978813e-15,1.0000000000000002,0.0,1.0548432567901649e-08,5.575503985246929e-08,32.0,0.006944444444444444,0.9930555555555552,0.9999999999999997,1.0106459234841569e-07,1.0323827311807139e-07,8.452889162978813e-15,1.0000000000000002,0.0,1.0548432567901649e-08,5.575503985246929e-08,32.0,0.006944444444444444,0.9930555555555552,0
covid_viral,covid_opacity,0.6963292414816432,4.020829706687511,3.1172847596245385,3.117284759624539,0.6963292414816431,0.018543377288864644,0.5343380270878744,1.550888528622963,23.0,32.0,0.0625,0.6338292414816432,0.44766893516975675,5.405377703402157,4.204116325051888,4.204116325051889,0.44766893516975664,0.15024357563337717,0.8625768162063367,1.5641782764670797,15.0,0.006944444444444444,0.44072449072531233,0.4870298663956784,5.157972080267488,4.051548379982434,4.051548379982434,0.4870298663956785,0.16250263999618433,0.8163990531774922,1.5592825269271928,16.0,0.006944444444444444,0.480085421951234,0.29652665454616706,6.280220907410219,4.744591347473737,4.744591347473737,0.2965266545461671,0.2669934246550135,1.048783805990034,1.5376198736738451,9.0,0.006944444444444444,0.28958221010172264,0
covid_viral,covid_covid,0.7368104174097434,3.6209758492118467,2.90207970994737,2.9020797099473676,0.7368104174097435,0.012708412057388636,0.4764578997020637,1.528371002564966,25.0,32.0,0.0625,0.6743104174097434,0.4621282902087723,5.278285079556833,4.1487220578533925,4.148722057853394,0.4621282902087722,0.14296903043533976,0.8415658576977116,1.5651114145986746,14.0,0.006944444444444444,0.45518384576432785,0.4027775693672869,5.677391862112858,4.371626445643179,4.371626445643178,0.40277756936728687,0.19143540789437768,0.9201995922524355,1.5455976843954802,13.0,0.006944444444444444,0.3958331249228425,0.33655551513980303,6.0459625255810705,4.607626668419036,4.607626668419037,0.33655551513980286,0.23706505876089567,1.0003091427809,1.564238794119091,10.0,0.006944444444444444,0.3296110706953586,0
covid_viral,tb_qatar,0.6683552869497665,4.256410185397189,3.2577033041097327,3.257703304109732,0.6683552869497668,0.029495489629652785,0.5612383115982111,1.5559280711808263,22.0,32.0,0.0625,0.6058552869497665,0.3719579735683134,5.827326168024774,4.48300622861646,4.48300622861646,0.3719579735683134,0.21773232092787184,0.9548825517651405,1.5457191208471623,11.0,0.006944444444444444,0.365013529123869,0.3130611497156033,6.276235653676246,4.688501168721268,4.688501168721268,0.3130611497156033,0.22356247673333324,1.0367721277630038,1.5607353424643988,10.0,0.006944444444444444,0.30611670527115886,0.2656378677907079,6.523984276295457,4.847637386469552,4.847637386469551,0.26563786779070786,0.225044934316033,1.091445958559647,1.5698404993535595,7.0,0.006944444444444444,0.2586934233462635,0
covid_viral,shenzhen,0.5714297328131223,4.783749494538102,3.7032753813320562,3.703275381332056,0.5714297328131224,0.08377757258542538,0.7123379249764578,1.5655261215601624,20.0,32.0,0.0625,0.5089297328131223,0.3870458565983592,5.668310749352798,4.428829708721312,4.428829708721312,0.3870458565983592,0.2631193982979919,0.9328456891077003,1.5631565894987576,12.0,0.006944444444444444,0.3801014121539148,0.3556476780080353,5.971337420435341,4.540845108979481,4.5408451089794815,0.3556476780080354,0.27573007851159875,0.9824668007520848,1.554758420832992,11.0,0.006944444444444444,0.3487032335635909,0.3089173679886297,6.18816198553647,4.702620995185966,4.702620995185967,0.3089173679886297,0.30931493710203906,1.0337042194506803,1.5577889270322847,10.0,0.006944444444444444,0.30197292354418526,0
covid_viral,nih_pa,0.6615289380634994,4.290581242287178,3.2910597050141797,3.2910597050141814,0.6615289380634991,0.03328416169938659,0.5736992115664751,1.5406651541775187,21.0,32.0,0.0625,0.5990289380634994,0.3726994275673412,5.80037602097842,4.4803591728616,4.480359172861599,0.37269942756734137,0.22218392097071366,0.9529569792961009,1.5433236632072291,11.0,0.006944444444444444,0.3657549831228968,0.37046669743734495,5.806375725059254,4.4883254875292815,4.488325487529283,0.3704666974373449,0.22664247442673466,0.9551349381186045,1.562405988431071,11.0,0.006944444444444444,0.36352225299290053,0.2646849871146057,6.487788721880455,4.850781422856797,4.850781422856798,0.2646849871146057,0.2866673180095228,1.0900013869611103,1.56450002949744,8.0,0.006944444444444444,0.2577405426701613,0
covid_viral,nih_ap,0.5978580576317465,4.634785600439869,3.587275032079937,3.5872750320799374,0.5978580576317464,0.060964512967016826,0.6722028336508178,1.5390223375461347,20.0,32.0,0.0625,0.5353580576317465,0.3687911457255282,5.793258876885701,4.494294531601494,4.494294531601495,0.3687911457255282,0.23950496623077133,0.9556831536374667,1.5703192352053497,11.0,0.006944444444444444,0.36184670128108376,0.3335730620325344,6.046687336352269,4.617971634273959,4.617971634273958,0.3335730620325345,0.26517354369900975,1.0028965433885588,1.5523412223295248,9.0,0.006944444444444444,0.32662861758809,0.27479002577345774,6.469095756357806,4.817335277438072,4.817335277438072,0.27479002577345774,0.27161141403821665,1.0825423745956337,1.56086095346054,7.0,0.006944444444444444,0.2678455813290133,0
covid_viral,indiana,0.6394158261848618,4.369366084034335,3.39686525521464,3.39686525521464,0.639415826184862,0.047730075040723546,0.6149884628313418,1.5338004093827762,21.0,32.0,0.0625,0.5769158261848618,0.41930535499668214,5.511200970015484,4.310710920498633,4.310710920498634,0.4193053549966822,0.23270726738005157,0.8971270004690666,1.555504311455293,14.0,0.006944444444444444,0.4123609105522377,0.4223408210794587,5.484249195513682,4.299429465110147,4.299429465110148,0.42234082107945853,0.23621101800985272,0.8932552016539139,1.5532450041289534,14.0,0.006944444444444444,0.4153963766350143,0.2505121429663607,6.592220318838044,4.897306547999263,4.897306547999264,0.2505121429663607,0.30506642322502076,1.1108700614005729,1.5674024151165773,6.0,0.006944444444444444,0.24356769852191626,0
covid_opacity,kermany_peds,0.5052317461566457,5.09657273928999,3.979017984752939,3.9790179847529377,0.5052317461566457,0.034584587956808424,0.7890877868070633,1.5607185403051007,17.0,32.0,0.0625,0.4427317461566457,0.2817248608944506,6.320346818426025,4.794247016099356,4.794247016099357,0.28172486089445054,0.3101270139539474,1.065369674548416,1.5526607236681806,8.0,0.006944444444444444,0.27478041645000617,0.25149940305606755,6.518213693626342,4.894080005701362,4.894080005701361,0.25149940305606755,0.3234293060783923,1.10483635369551,1.567909007200274,6.0,0.006944444444444444,0.2445549586116231,0.2920188047283771,6.259850223786905,4.759768717983252,4.759768717983251,0.29201880472837705,0.29193076824738634,1.0520624448713423,1.56542949965683,8.0,0.006944444444444444,0.2850743602839327,0
covid_opacity,covid_viral,0.5904523911500303,4.629893196084586,3.620155173911614,3.620155173911614,0.5904523911500302,0.013416181683074591,0.6654366473162177,1.5668438672997465,19.0,32.0,0.0625,0.5279523911500303,0.42316380530337017,5.590327072559077,4.29636570025087,4.2963657002508695,0.42316380530337006,0.14948384434568318,0.8944593520161973,1.5319078549844056,13.0,0.006944444444444444,0.41621936085892575,0.38052717897129607,5.821197558293958,4.452317404781304,4.452317404781305,0.3805271789712959,0.16330938539377327,0.9456448356612497,1.5526446246151926,11.0,0.006944444444444444,0.37358273452685165,0.2940555829277777,6.387766888682342,4.752917140694871,4.752917140694872,0.29405558292777767,0.17754667614068936,1.0573400613795234,1.5532316574611704,8.0,0.006944444444444444,0.2871111384833333,0
