dataset,abnormal_rate,balance_entropy,effective_rank,spectral_decay,silhouette,davies_bouldin,calinski_harabasz,fisher_ratio,n_sampled,n_samples,n_total
kermany_peds,0.735,0.8341980958607491,60.62028121948242,-1.302922576794108,0.11226455122232437,2.566425351317125,227.94313049316406,0.11408565193414688,2000,3796,5840
covid_viral,0.2835,0.8601760847021378,71.489990234375,-1.2678131564938198,0.08622891455888748,3.1687273553817024,156.3885498046875,0.07827255129814148,2000,3075,4731
covid_opacity,0.6645,0.9204472786829074,76.02301025390625,-1.2228975079500874,0.07338599115610123,3.5640133682200728,138.41232299804688,0.06927543878555298,2000,6106,9393
covid_covid,0.5205,0.9987870748635468,74.50486755371094,-1.2562016990985128,0.045467864722013474,4.358248607612914,102.10873413085938,0.051105473190546036,2000,4577,7041
tb_qatar,0.171,0.6599872509666215,78.58036804199219,-1.2562149303523156,0.1371568888425827,3.006753197430072,135.3796844482422,0.06775759160518646,2000,2730,4200
shenzhen,0.5081206496519721,0.9998097147270212,55.51067352294922,-1.4260285384199356,0.04057563841342926,4.6401739175691885,19.4136962890625,0.04525336995720863,431,431,662
nih_pa,0.4145,0.978803059263637,82.91738891601562,-1.2674044308975745,0.007343526929616928,11.584819836626384,14.211446762084961,0.007112836465239525,2000,2206,3393
nih_ap,0.5225851285615011,0.998527696142926,83.48782348632812,-1.2218535497412069,0.008250483311712742,10.507713330428725,12.71337604522705,0.008847164921462536,1439,1439,2213
indiana,0.614,0.9621696332193178,80.06614685058594,-1.277819005671636,0.006783466320484877,9.88090752400818,18.895851135253906,0.009457382373511791,2000,2481,3818
